canonical_smiles,pIC50
CC1=C(O)c2cccc(O)c2C(=O)/C1=N\CCCN1CCN(C)CC1,4.2441251443275085
CC1=C(O)c2ccccc2C(=O)/C1=N\CCCN1CCN(C)CC1,4.2441251443275085
CC1=CC(=O)c2c(O)cccc2C1=O,4.552841968657781
CC1=CC(=O)c2ccccc2C1=O,4.259637310505756
CC1=CC(C)(C)N=C(Nc2nc(C)c3cc(C)cc(C)c3n2)N1,4.769551078621726
CC1C2CCC(C)(C2)C1NC(=O)c1nnc(-c2ccccc2N)o1,4.443697499232712
CC1CCCCC12NC(=O)N(CC(=O)Nc1ccccc1Sc1ccccc1)C2=O,4.073657553374345
CC1CCN(C(P(=O)(O)O)P(=O)(O)O)CC1,3.5228787452803374
CC1CN(C(=N)S)N=C1c1ccc(Cl)c(Cl)c1,7.154901959985743
CC1CN(C(=N)S)N=C1c1cccc(Br)c1,7.096910013008056
CC1CN(C(=N)S)N=C1c1cccc(C(F)(F)F)c1,7.397940008672037
CC1CN(C(=N)S)N=C1c1cccc(Cl)c1,6.638272163982407
CC1S/C(=N/N=C/CCSc2ccc(Cl)cc2)NC1=O,6.698970004336019
CC1S/C(=N/N=C/CCSc2ccccc2)NC1=O,6.3979400086720375
CC1S/C(=N/N=C/CCSc2ccccc2)NC1=S,7.221848749616356
CC1SC(N/N=C/CCCSc2ccccc2)=NC1=O,6.3979400086720375
CCC(=O)Nc1cc(Cl)ccc1Sc1ccccc1,4.500312917381596
CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.447331783887807
CCC(C)NCC(P(=O)(O)O)P(=O)(O)O,5.8641814077202
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,4.610924374808178
CCC(N/N=C(/N)S)c1cccc(Br)c1,5.0
CCC(NC(=O)COC(=O)c1cccnc1N)c1ccc(Br)cc1,4.075720713938118
CCC/C=C/C/C=C/CCCCCCCc1cccc(O)c1C(=O)O,4.161150909262744
CCC/N=N\CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.019996628416254
CCC1S/C(=N/N=C(\C)COc2ccccc2)N(C)C1=O,4.496209316942819
CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(C)cc2)C1=O,4.928117992693875
CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(OC)cc2)C1=O,5.060480747381382
CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccccc2)C1=O,5.022276394711152
CCC1S/C(=N/N=C(\C)COc2ccccc2)NC1=S,4.728158393463501
CCCC(=O)N(C(=O)CCC)C1=C(Cl)C(=O)c2ccccc2C1=O,5.494850021680094
CCCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,4.022276394711152
CCCC(=O)Nc1cc(Cl)ccc1Sc1ccccc1,4.515700160653214
CCCC(=O)Oc1ccc(C2Oc3cc(OC(=O)CCC)cc(O)c3C(=O)C2c2c(OC(=O)CCC)cc(O)c3c(=O)cc(-c4ccc(OC(=O)CCC)c(OC(=O)CCC)c4)oc23)cc1,5.091514981121351
CCCC(=O)c1ccc(OC(F)F)c(OC2CCOCC2)c1,5.318758762624412
CCCC(=O)c1ccc(OC(F)F)c(Oc2ccccn2)c1,5.455931955649724
CCCC(=O)c1ccc(OC)c(OC2CCOC2)c1,5.0
CCCC(=O)c1ccc(OC2CCN(C(=O)OC(C)(C)C)CC2)c(OC)c1,5.187086643357144
CCCC(=O)c1ccc(OC2CCOC2)c(OC)c1,5.251811972993799
CCCC(=O)c1ccc(OC2CCOCC2)c(OC)c1,5.3979400086720375
CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.521433504406157
CCCC(O)(C(=O)c1ccc(OC(F)F)c(Oc2ccccn2)c1)c1cnc2ccccc2c1,5.4089353929735005
CCCC(O)c1ccc(OC)c(OC2CCOC2)c1,5.0
CCCC(O)c1ccc(OC)c(OC2CCOCC2)c1,5.0
CCCC(c1ccc(Oc2ccccn2)c(OC)c1)c1cnc2ccccc2c1,5.481486060122113
CCCC/C(=N\NC(N)=S)c1ccc(Cl)c(Cl)c1,7.721132141090864
CCCC12CN(C(=O)c3ccc(OC)cc3)CC(C)(CN(C(=O)c3ccc(OC)cc3)C1)C2=O,3.2218487496163566
CCCCC(=O)c1ccc(OC)c(OC2CCOCC2)c1,5.0
CCCCC(=O)c1ccc(OC2CCN(C(=O)OC(C)(C)C)CC2)c(OC)c1,5.508638306165727
CCCCC(=O)c1ccc(OC2CCOC2)c(OC)c1,5.292429823902063
CCCCC(=O)c1ccc(OC2CCOCC2)c(OC)c1,5.455931955649724
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NC(=O)c2ccc3ncccc3c2)C(C)C)nn1,5.8696662315049934
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NC(=O)c2ccc3ncsc3c2)C(C)C)nn1,5.444905551421681
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NC(=O)c2ccncc2)C(C)C)nn1,4.638272163982407
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1,6.431798275933005
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCCC2)nn1,7.568636235841013
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C(C)C)nn1,7.431798275933005
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C2CCCC2)nn1,8.301029995663981
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C(C)C)nn1,7.1249387366083
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C2CCCC2)nn1,8.522878745280337
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccncc2)C(C)C)nn1,5.958607314841775
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1,4.372363747448347
CCCCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.7670038896078464
CCCCCC(C)NCC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCC/C=C/CCCCCCCc1cccc(O)c1C(=O)O,3.7931741239681513
CCCCCC/N=C(\S)N1CCC(c2cccc(Br)c2)=N1,5.853871964321762
CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,5.7121982700697735
CCCCCCCC=Cc1cccc(OC)c1C(=O)OCC,3.5228787452803374
CCCCCCCCC(F)(P(=O)(O)O)P(=O)(O)O,6.0
CCCCCCCCCC(F)(P(=O)(O)O)P(=O)(O)O,6.0
CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,5.737394027609958
CCCCCCCCCCC=Cc1cccc(OC)c1C(=O)OCC,3.5228787452803374
CCCCCCCCCCCCCC(=O)NCCCC(=O)N(CC(=O)Nc1cccc(Sc2ccc(Br)cc2NC(=O)CCN2CCN(C)CC2)c1)C(=O)Nc1ccccc1Sc1ccc(Br)cc1NC(=O)CCN1CCN(C)CC1,6.698970004336019
CCCCCCCCCCCCCCCC(=O)NCCCCC(N)C(=O)NCCCNCCCCNCCCN.Cl.Cl.Cl.Cl,5.614393726401688
CCCCCCCCCCCCCCCCNC(=O)CCCC(=O)Nc1cccc(Sc2ccc(Br)cc2NC(=O)CCN2CCN(C)CC2)c1,4.221848749616356
CCCCCCCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,6.0
CCCCCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,5.893264650533211
CCCCCCCCCCCCc1cccc(O)c1C(=O)O,4.259637310505756
CCCCCCCCCCCCc1cccc(O)c1C(=O)OCC,3.6675615400843946
CCCCCCCCCCCCc1cccc(OC)c1C(=O)OCC,3.6020599913279625
CCCCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,5.7894172685029535
CCCCCCCCCCNCC(F)(P(=O)(O)O)P(=O)(O)O,6.866461091629782
CCCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,5.5
CCCCCCCCCCSCC(P(=O)(O)O)P(=O)(O)O,7.013228265733755
CCCCCCCCCC[S+]([O-])CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCCCCCNCC(F)(P(=O)(O)O)P(=O)(O)O,7.468521082957745
CCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,6.366531544420414
CCCCCCCCCSCC(P(=O)(O)O)P(=O)(O)O,5.769551078621726
CCCCCCCCC[S+]([O-])CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCCCCCc1cccc(O)c1C(=O)O,3.6989700043360183
CCCCCCCCCc1cccc(O)c1C(=O)OCC,3.6020599913279625
CCCCCCCCCc1cccc(OC)c1C(=O)OCC,3.6020599913279625
CCCCCCCCNCC(F)(P(=O)(O)O)P(=O)(O)O,7.070581074285707
CCCCCCCCNCC(O)(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,6.288417806601075
CCCCCCCCSCC(P(=O)(O)O)P(=O)(O)O,5.194771085796574
CCCCCCCC[S+](C)CC(P(=O)(O)O)P(=O)(O)O.F[B-](F)(F)F,7.397940008672037
CCCCCCCC[S+]([O-])CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCCCNC(=O)CCCC(=O)Nc1cccc(Sc2ccc(Br)cc2NC(=O)CCN2CCN(C)CC2)c1,4.638272163982407
CCCCCCCNCC(F)(P(=O)(O)O)P(=O)(O)O,7.1487416512809245
CCCCCCCNCC(O)(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,6.870457328674378
CCCCCCCSCC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCCC[S+]([O-])CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCCCc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,5.923382303335025
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,4.5713337517843655
CCCCCCNCC(F)(P(=O)(O)O)P(=O)(O)O,6.038578905933552
CCCCCCNCC(P(=O)(O)O)P(=O)(O)O,6.133748844584889
CCCCCCSCC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCC[S+]([O-])CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCNCC(F)(P(=O)(O)O)P(=O)(O)O,6.213958789757446
CCCCCNCC(P(=O)(O)O)P(=O)(O)O,5.255065740426208
CCCCCS(=O)(=O)CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCCSCC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCC[S+]([O-])CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCN(CC)C(P(=O)(O)O)P(=O)(O)O,3.5214393741071595
CCCCN(CCCC)CCCNC(=O)CCCC1=C(CCCC(=O)NCCCN(CCCC)CCCC)C(=O)c2c(O)cccc2C1=O,6.221848749616356
CCCCN(CCCC)CCCNC(=O)CCCCC1=C(C)C(=O)c2cccc(O)c2C1=O,6.522878745280337
CCCCN(CCCC)CCCNC(=O)CCCCC1=C(C)C(=O)c2ccccc2C1=O,5.958607314841775
CCCCN(CCCC)CCCNC(=O)CCCCC1=C(CCCCC(=O)NCCCN(CCCC)CCCC)C(=O)c2c(O)cccc2C1=O,6.221848749616356
CCCCNCC(F)(P(=O)(O)O)P(=O)(O)O,6.761953896871205
CCCCNCC(P(=O)(O)O)P(=O)(O)O,5.34487857166871
CCCCNc1nc(C#N)nc(Nc2ccccc2)n1,6.050609993355088
CCCCOC(=O)C1CC(=O)c2oc(=O)c3cc(O)c(O)c(O)c3c21,4.853871964321762
CCCCSCC(P(=O)(O)O)P(=O)(O)O,6.102922996790579
CCCC[C@H]1O[C@@H]1/C=C/C=O,7.5268050907950625
CCCC[S+]([O-])CC(P(=O)(O)O)P(=O)(O)O,5.0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,4.542036394151442
CCCCn1c(-c2ccc(Br)cc2)nc2ccccc21,4.259637310505756
CCCN(Cc1ccc2nc(N)nc(N)c2c1)c1ccc(OC)c(OCCCCC(=O)OC)c1,6.374687549038327
CCCNC(=S)NC1CCN(Cc2ccccc2)CC1,4.0
CCCNC(P(=O)(O)O)P(=O)(O)O,3.5214393741071595
CCCNCC(F)(P(=O)(O)O)P(=O)(O)O,7.221848749616356
CCCNCC(P(=O)(O)O)P(=O)(O)O,6.189214542205719
CCCNc1nc(C#N)nc(Nc2ccccc2)n1,6.102372908709558
CCCOC(=O)c1c(NC(=O)C2CCCCC2C(=O)O)sc(C)c1C,3.677780705266081
CCCSCC(P(=O)(O)O)P(=O)(O)O,6.033858267260968
CCCc1c(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cnn1-c1ccc(Cl)cc1,5.0
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC(=O)OC(C)C)ccc3OCC)nc12,6.638272163982407
CCN(CC)/C(S)=N/N=C(\C)c1cccc(Br)c1,5.301029995663981
CCN(CC)C(=O)CCCC(=O)Nc1cccc(Sc2ccc(Br)cc2NC(=O)CCN2CCN(C)CC2)c1,4.221848749616356
CCN(CC)CC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,3.081445469449726
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,3.0958256317158366
CCN(CC)CCCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,3.494850021680094
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,3.876148359032914
CCN(CC)CCCCCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,3.3400837999301496
CCN(CC)CCN1c2ccccc2Sc2ccc(Cl)cc21,4.089909454405932
CCN(CC)c1ccc(NC(=O)c2nnc(-c3ccccc3N)o2)cc1,4.443697499232712
CCN(Cc1ccccc1)c1nc2c(S(=O)(=O)c3ccccc3)nnn2c2ccc(Cl)cc12,4.920818753952375
CCN1CCC(NC(=S)Nc2cccnc2)CC1,4.0
CCN1CCC[C@H]1CNC(=O)c1nnc(-c2ccccc2N)o1,4.0
CCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,4.536107011014093
CCNc1nc(C#N)nc(Nc2ccccc2)n1,6.1487416512809245
CCNc1nc(C#N)nc2c1ncn2-c1cc(F)cc(F)c1,6.600326278518962
CCNc1nc(C#N)nc2c1ncn2-c1cccc(Cl)c1,7.200659450546418
CCOC(=O)/C(C(C)=O)=C1\OC(=O)c2ccccc21,3.2218487496163566
CCOC(=O)/C=C/C(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.698970004336019
CCOC(=O)/C=C/C(=O)[C@@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,6.481486060122113
CCOC(=O)/C=C/C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,6.200659450546418
CCOC(=O)/C=C/C(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,6.522878745280337
CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)c1ccccc1)Cc1ccccc1,4.698970004336019
CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1,6.698970004336019
CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.698970004336019
CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1,6.468521082957745
CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,7.096910013008056
CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,6.522878745280337
CCOC(=O)/C=C/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,5.698970004336019
CCOC(=O)/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,5.425968732272281
CCOC(=O)C(Cc1cccc(-c2ccccc2)c1)P(=O)(O)O,3.5214393741071595
CCOC(=O)C1=C(c2ccccc2)NC(SCC(=O)Nc2ccc(C)cc2)=C(C#N)C1c1ccco1,4.9604093769761874
CCOC(=O)C1CC(=O)c2oc(=O)c3cc(O)c(O)c(O)c3c21,5.096910013008056
CCOC(=O)CCCOc1cc(NCc2ccc3nc(N)nc(N)c3c2)ccc1OC,7.623423042943488
CCOC(=O)Cc1csc(NC(=O)Nc2ccc(Cl)c(Cl)c2)n1,5.443697499232713
CCOC(=O)SC1=N/C(=C/c2ccc(N(C)C)cc2)C(=O)S1,5.0683385699397725
CCOC(=O)[C@@H]1O[C@@H]1C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.301029995663981
CCOC(=O)[C@H]1O[C@H]1C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.698970004336019
CCOC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2,3.9172146296835497
CCOC(=O)c1c(C=CCCCCCCCCOC2CCCCO2)cccc1OC,3.5228787452803374
CCOC(=O)c1c(C=CCCCCCCOC2CCCCO2)cccc1OC,3.5228787452803374
CCOC(=O)c1c(C=CCCCCOC2CCCCO2)cccc1OC,3.5228787452803374
CCOC(=O)c1c(CCCCCCCCCCOC2CCCCO2)cccc1OC,3.6020599913279625
CCOC(=O)c1c(CCCCCCCCOC2CCCCO2)cccc1OC,3.6020599913279625
CCOC(=O)c1c(CCCCCCOC2CCCCO2)cccc1OC,3.6020599913279625
CCOC(=O)c1c(O)cccc1CCCCCCCCCCO,3.6020599913279625
CCOC(=O)c1c(O)cccc1CCCCCCCCO,3.6020599913279625
CCOC(=O)c1c(O)cccc1CCCCCCO,3.6020599913279625
CCOC(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1,5.721246399047171
CCOC(=O)c1cccc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)c1,4.2441251443275085
CCOC(=O)c1cn([C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c2ccc(Cl)cc2c1=O,4.389999976337708
CCOC(=O)c1csc(COc2ccc(C3SCCS3)cc2)n1,5.0
CCOC(=O)c1nc(C)nc(Sc2nnc(-c3ccccc3)[nH]2)c1C,5.337242168318426
CCOP(=O)(O)C1=C[C@H](O)[C@@H](NC(C)=O)[C@H](OCCO)C1,2.3010299956639813
CCOc1ccc2c(C)nc(NC3=NC(C)(C)CC(C)=N3)nc2c1,4.552841968657781
CCOc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1,5.585026652029182
CCOc1ccccc1/C=C(\CC(=O)O)c1nc2ccccc2s1,3.5863153634730875
CCOc1nc(C#N)nc(N2CCCCC2)n1,7.045757490560675
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.075720713938118
CCSCC(P(=O)(O)O)P(=O)(O)O,6.202732459169283
CCSc1nnc(NC(=O)c2ccc(Br)s2)s1,4.5713337517843655
CC[C@@]12CCCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4CC1)[C@H]32,4.043831569524636
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,7.091514981121351
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,7.4301581005962385
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C,9.235541649861172
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1CC(C)C)N(C)C,9.309803919971486
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1Cc1ccccc1)N(C)C,9.119186407719209
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)Cc1ccccc1)N(C)C,9.075720713938118
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1CC(C)C)Cc1ccccc1)N(C)C,8.96657624451305
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,8.939302159646388
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,8.97061622231479
CCc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)C(C(C)=O)=C(C)N2)cc1,4.372363747448347
CCc1ccc2c(C)nc(NC3=NC(C)(C)CC(C)=N3)nc2c1,4.494850021680094
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,6.0
CCn1c2ccccc2c2cc(NC(P(=O)(O)O)P(=O)(O)O)ccc21,6.091010079342905
CCn1ccnc1C(O)c1cccc(OC)c1OC,4.0713337517843655
CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21,8.84948500216801
CCn1cnc2c(Nc3cccc(Cl)c3)nc(C#N)nc21,8.571333751784366
CN(C)C(C)(C)CN1c2ccccc2Sc2ccccc21,2.92959267825988
CN(C)CCCC1Sc2ccccc2Sc2ccccc21,4.43533393574791
CN(C)CCCN1CCN(CC2=C(N3CCN(CCCN(C)C)CC3)C(=O)c3ccccc3C2=O)CC1,4.2441251443275085
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.04948923466634
CN(C)CCCN1c2ccccc2Sc2c(Cl)cccc21,3.1163385648463824
CN(C)CCCN1c2ccccc2Sc2ccc(/C=N/O)cc21,3.838631997765025
CN(C)CCCN1c2ccccc2Sc2ccc(C(=O)O)cc21,2.407712184047869
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.958607314841775
CN(C)CCCN1c2ccccc2Sc2ccc(C(N)=O)cc21,3.339134521996131
CN(C)CCCN1c2ccccc2Sc2ccc(CN)cc21,3.6595558851598815
CN(C)CCCN1c2ccccc2Sc2ccc(CO)cc21,2.925549281045409
CN(C)CCCN1c2ccccc2Sc2ccc(COc3ccc(C(C)(C)C)cc3)cc21,3.7931741239681513
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.843784372205638
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,3.635109927889859
CN(C)CCCN1c2ccccc2Sc2ccccc21,3.96657624451305
CN(C)CCCN1c2ccccc2[S+]([O-])c2ccc(Cl)cc21,4.115771230367396
CN(C)CCN1c2ccccc2Sc2ccc(Cl)cc21,3.823908740944319
CN(C)Cc1ccc(Nc2ccc(NC(=O)CCCCCC(=O)Nc3cccc(Sc4ccc(Br)cc4NC(=O)CCN4CCN(C)CC4)c3)c3c2C(=O)c2ccccc2C3=O)cc1,5.481486060122113
CN(C)c1cc[n+](CC(O)(P(=O)(O)O)P(=O)(O)O)cc1,3.5214393741071595
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,4.0
CN(C)c1ccc(/C=C2\CCC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,4.0
CN(C)c1ccc(/C=N/N=C(/N)S)c2ccccc12,5.0
CN(C)c1ccc(/C=N/NC(=O)c2ccc(O)c(O)c2)c2ccccc12,4.790000026071145
CN(C)c1ccc(/C=N/NC(=O)c2ccccc2)c2ccccc12,6.299997602857746
CN(C)c1ccc(/C=N/NC(=O)c2ccnc3ccccc23)c2ccccc12,5.219999701663429
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],4.165109192395732
CN(C)c1cccc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)c1,4.935542010773082
CN(CC(=O)Nc1ccccc1Sc1ccccc1)C1CCCCC1,4.249491605148654
CN(CCOc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,3.5214393741071595
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.958607314841775
CN1/C(=C/C=C2\C=Nc3ccccc32)C=Cc2ccccc21,4.638272163982407
CN1C(=O)C(=O)c2ccccc21,5.0
CN1C2CCC1CC(=NOC(c1ccccc1)c1ccc(Cl)cc1)C2,4.481486060122113
CN1CCCC(CC2Oc3ccccc3Sc3ccccc32)C1,4.939302159646388
CN1CCN(C(=O)CCC2=C(CCC(=O)N3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1,4.301029995663981
CN1CCN(C(=O)CCCC2=C(CCCC(=O)N3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1,4.756961951313706
CN1CCN(C(=O)CCCCC2=C(CCCCC(=O)N3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1,5.229147988357856
CN1CCN(C(=O)CCCCCC2=C(CCCCCC(=O)N3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1,5.537602002101044
CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,8.698970004336019
CN1CCN(C2=NC(=O)CC(C(=O)Nc3cccc(Cl)c3)N2)CC1,4.0
CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCC(=O)NC(c3ccccc3)c3ccccc3)c2)CC1,4.552841968657781
CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCC(=O)NCC34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)c2)CC1,4.221848749616356
